	ABC.id
8417	chr11:6711523-6712023_RRP8
8236	chr11:6711523-6712023_TRIM5
8426	chr11:6711523-6712023_MRPL17
8427	chr11:6715163-6715663_MRPL17
8409	chr11:6715163-6715663_FAM160A2
8415	chr11:6715163-6715663_ARFIP2
8430	chr11:6715163-6715663_SMPD1
8421	chr11:6715163-6715663_TIMM10B
8424	chr11:6715163-6715663_ZNF215
2925	chr11:8227781-8228281_TRIM66
3001	chr11:8227781-8228281_NRIP3
2958	chr11:8227781-8228281_RPL27A
8449	chr11:8227781-8228281_EIF3F
2984	chr11:9368656-9369156_ZNF143
2926	chr11:9368656-9369156_TRIM66
2917	chr11:9368656-9369156_SBF2
3018	chr11:9368656-9369156_IPO7
2959	chr11:9368656-9369156_RPL27A
3010	chr11:9368656-9369156_DENND5A
3019	chr11:9383986-9384486_IPO7
3003	chr11:9383986-9384486_NRIP3
2918	chr11:9383986-9384486_SBF2
2927	chr11:9383986-9384486_TRIM66
2986	chr11:9385771-9386271_ZNF143
3020	chr11:9385771-9386271_IPO7
3012	chr11:9385771-9386271_DENND5A
2919	chr11:9385771-9386271_SBF2
3004	chr11:9385771-9386271_NRIP3
2909	chr11:9551578-9552078_SBF2
2962	chr11:9551578-9552078_AKIP1
3005	chr11:9551578-9552078_DENND5A
2980	chr11:9573340-9573840_ZNF143
3006	chr11:9573340-9573840_DENND5A
3014	chr11:9573340-9573840_IPO7
2988	chr11:9573340-9573840_TMEM9B
2910	chr11:9573340-9573840_SBF2
2930	chr11:9573340-9573840_WEE1
2931	chr11:9587491-9587991_WEE1
2955	chr11:9587491-9587991_RPL27A
2973	chr11:9587491-9587991_TMEM41B
2989	chr11:9587491-9587991_TMEM9B
2922	chr11:9587491-9587991_TRIM66
2939	chr11:9587491-9587991_SWAP70
2947	chr11:9587491-9587991_AMPD3
2964	chr11:9587491-9587991_AKIP1
2990	chr11:9588180-9588680_TMEM9B
2974	chr11:9588180-9588680_TMEM41B
2999	chr11:9588180-9588680_NRIP3
3016	chr11:9588180-9588680_IPO7
2932	chr11:9588180-9588680_WEE1
3023	chr11:9588180-9588680_RNF141
2923	chr11:9588180-9588680_TRIM66
2948	chr11:9588180-9588680_AMPD3
3009	chr11:9673724-9674224_DENND5A
2933	chr11:9673724-9674224_WEE1
2924	chr11:9673724-9674224_TRIM66
3000	chr11:9673724-9674224_NRIP3
2991	chr11:9673724-9674224_TMEM9B
2983	chr11:9673724-9674224_ZNF143
2975	chr11:9673724-9674224_TMEM41B
3045	chr11:10757213-10757713_CTR9
2950	chr11:10757213-10757713_AMPD3
2914	chr11:10757213-10757713_SBF2
3026	chr11:10764292-10764792_RNF141
3043	chr11:10764292-10764792_EIF4G2
3049	chr11:10764292-10764792_ZBED5
3046	chr11:10764292-10764792_CTR9
2915	chr11:10764292-10764792_SBF2
2951	chr11:10764292-10764792_AMPD3
2952	chr11:10941734-10942234_AMPD3
3305	chr11:11836305-11836805_MICALCL
3053	chr11:11836305-11836805_USP47
3309	chr11:11836305-11836805_MICAL2
3054	chr11:12599583-12600083_USP47
3310	chr11:12599583-12600083_MICAL2
3308	chr11:12599583-12600083_TEAD1
65358	chr11:14443763-14444263_CYP2R1
65354	chr11:14443763-14444263_RRAS2
65352	chr11:14443763-14444263_PSMA1
3334	chr11:14443763-14444263_BTBD10
65353	chr11:14916463-14916963_PSMA1
65355	chr11:14916463-14916963_RRAS2
65359	chr11:14916463-14916963_CYP2R1
3408	chr11:18405643-18406143_UEVLD
3410	chr11:18405643-18406143_ZDHHC13
3407	chr11:18405643-18406143_LDHA
3411	chr11:18405643-18406143_SPTY2D1
3401	chr11:18405643-18406143_TSG101
3400	chr11:18405643-18406143_KCNJ11
3409	chr11:18405643-18406143_SAAL1
3406	chr11:20149727-20150227_E2F8
64981	chr11:20149727-20150227_PRMT3
64980	chr11:20149727-20150227_HTATIP2
3623	chr11:32407465-32407965_QSER1
3745	chr11:32407465-32407965_TCP11L1
63065	chr11:32407465-32407965_PAX6
3645	chr11:32407465-32407965_HIPK3
63068	chr11:32407465-32407965_IMMP1L
3638	chr11:33920426-33921307_HIPK3
3661	chr11:33920426-33921307_DEPDC7
3668	chr11:33920426-33921307_CAT
3622	chr11:33934217-33934717_QSER1
3647	chr11:33934217-33934717_FBXO3
3732	chr11:33934217-33934717_CSTF3
3740	chr11:33934217-33934717_TCP11L1
3625	chr11:33934217-33934717_CD59
3605	chr11:33934217-33934717_LMO2
3648	chr11:33954253-33954753_FBXO3
3670	chr11:33954253-33954753_CAT
3606	chr11:33954253-33954753_LMO2
3640	chr11:33954253-33954753_HIPK3
3746	chr11:33954253-33954753_PDHX
3741	chr11:33954253-33954753_TCP11L1
3742	chr11:33958750-33959250_TCP11L1
3641	chr11:33958750-33959250_HIPK3
3671	chr11:33958750-33959250_CAT
3607	chr11:33958750-33959250_LMO2
3692	chr11:33958750-33959250_NAT10
3767	chr11:33963074-33963574_APIP
3693	chr11:33963074-33963574_NAT10
3714	chr11:33963074-33963574_CAPRIN1
3608	chr11:33963074-33963574_LMO2
3743	chr11:33963074-33963574_TCP11L1
3665	chr11:33963074-33963574_DEPDC7
3650	chr11:33963074-33963574_FBXO3
3672	chr11:33963074-33963574_CAT
3666	chr11:33966247-33966747_DEPDC7
3768	chr11:33966247-33966747_APIP
3736	chr11:33966247-33966747_CSTF3
3609	chr11:33966247-33966747_LMO2
3715	chr11:33966247-33966747_CAPRIN1
3749	chr11:33966247-33966747_PDHX
3673	chr11:33966247-33966747_CAT
3651	chr11:33966247-33966747_FBXO3
3694	chr11:33966247-33966747_NAT10
3737	chr11:34066396-34066896_CSTF3
3750	chr11:34066396-34066896_PDHX
3644	chr11:34066396-34066896_HIPK3
3652	chr11:34066396-34066896_FBXO3
3769	chr11:34066396-34066896_APIP
3630	chr11:34066396-34066896_CD59
3716	chr11:34066396-34066896_CAPRIN1
3674	chr11:34066396-34066896_CAT
3611	chr11:34392939-34393439_LMO2
3751	chr11:34392939-34393439_PDHX
3631	chr11:34392939-34393439_CD59
3770	chr11:34392939-34393439_APIP
3717	chr11:34392939-34393439_CAPRIN1
3675	chr11:34392939-34393439_CAT
3653	chr11:34392939-34393439_FBXO3
3771	chr11:34448376-34449330_APIP
3676	chr11:34448376-34449330_CAT
3612	chr11:34448376-34449330_LMO2
3719	chr11:34621068-34621568_CAPRIN1
3698	chr11:34621068-34621568_NAT10
3677	chr11:34621068-34621568_CAT
3772	chr11:34621068-34621568_APIP
3613	chr11:34621068-34621568_LMO2
3699	chr11:34621742-34622242_NAT10
3754	chr11:34621742-34622242_PDHX
3720	chr11:34621742-34622242_CAPRIN1
3773	chr11:34621742-34622242_APIP
3614	chr11:34621742-34622242_LMO2
3656	chr11:34621742-34622242_FBXO3
3774	chr11:34625103-34625603_APIP
3700	chr11:34625103-34625603_NAT10
3679	chr11:34625103-34625603_CAT
3635	chr11:34625103-34625603_CD59
3721	chr11:34625103-34625603_CAPRIN1
3755	chr11:34625103-34625603_PDHX
3680	chr11:34640483-34640983_CAT
3636	chr11:34640483-34640983_CD59
3701	chr11:34640483-34640983_NAT10
3658	chr11:34640483-34640983_FBXO3
3722	chr11:34640483-34640983_CAPRIN1
3756	chr11:34640483-34640983_PDHX
3616	chr11:34640483-34640983_LMO2
3775	chr11:34640483-34640983_APIP
3776	chr11:34748676-34749176_APIP
3637	chr11:34748676-34749176_CD59
3757	chr11:34748676-34749176_PDHX
3723	chr11:34748676-34749176_CAPRIN1
3801	chr11:34748676-34749176_TRIM44
3702	chr11:34748676-34749176_NAT10
3681	chr11:34748676-34749176_CAT
3659	chr11:34748676-34749176_FBXO3
3617	chr11:34748676-34749176_LMO2
3703	chr11:34779742-34780242_NAT10
3618	chr11:34779742-34780242_LMO2
3778	chr11:34831109-34831609_APIP
3803	chr11:34831109-34831609_TRIM44
3683	chr11:34831109-34831609_CAT
3804	chr11:34847610-34848110_TRIM44
3727	chr11:35051382-35051882_CAPRIN1
3761	chr11:35051382-35051882_PDHX
3706	chr11:35051382-35051882_NAT10
3805	chr11:35051382-35051882_TRIM44
3781	chr11:35052201-35052701_APIP
3762	chr11:35052201-35052701_PDHX
3806	chr11:35052201-35052701_TRIM44
3810	chr11:35052201-35052701_LDLRAD3
3687	chr11:35058157-35058657_CAT
3708	chr11:35058157-35058657_NAT10
3782	chr11:35058157-35058657_APIP
3807	chr11:35058157-35058657_TRIM44
3688	chr11:35061646-35062146_CAT
3764	chr11:35061646-35062146_PDHX
3945	chr11:44354747-44355247_HSD17B12
3923	chr11:44354747-44355247_C11orf96
3930	chr11:44354747-44355247_TTC17
3960	chr11:44527087-44527587_ALKBH3
3924	chr11:44527087-44527587_C11orf96
3953	chr11:44527087-44527587_EXT2
3925	chr11:44544971-44545471_C11orf96
3947	chr11:44544971-44545471_HSD17B12
3933	chr11:44544971-44545471_CD82
3961	chr11:44544971-44545471_ALKBH3
3962	chr11:44549503-44550003_ALKBH3
3934	chr11:44549503-44550003_CD82
3963	chr11:44551851-44552351_ALKBH3
3935	chr11:44551851-44552351_CD82
3942	chr11:44551851-44552351_ACCS
3956	chr11:44551851-44552351_EXT2
3927	chr11:44551851-44552351_C11orf96
3964	chr11:44552639-44553139_ALKBH3
3950	chr11:44552639-44553139_HSD17B12
3928	chr11:44552639-44553139_C11orf96
3957	chr11:44552639-44553139_EXT2
3936	chr11:44552639-44553139_CD82
3929	chr11:44563819-44564319_C11orf96
3965	chr11:44563819-44564319_ALKBH3
3958	chr11:44563819-44564319_EXT2
4089	chr11:45855887-45856387_MAPK8IP1
4096	chr11:45855887-45856387_CRY2
4138	chr11:45855887-45856387_CREB3L1
4181	chr11:46264746-46265246_SLC35C1
4090	chr11:46264746-46265246_MAPK8IP1
4220	chr11:46264746-46265246_C11orf49
4167	chr11:46264746-46265246_ATG13
4229	chr11:46264746-46265246_ARFGAP2
4153	chr11:46264746-46265246_CKAP5
4139	chr11:46264746-46265246_CREB3L1
4132	chr11:46264746-46265246_DGKZ
4125	chr11:46264746-46265246_PHF21A
4104	chr11:46264746-46265246_MDK
4097	chr11:46264746-46265246_CRY2
4147	chr11:46269060-46269560_ZNF408
4105	chr11:46269060-46269560_MDK
4221	chr11:46269060-46269560_C11orf49
4175	chr11:46269060-46269560_HARBI1
4133	chr11:46269060-46269560_DGKZ
4126	chr11:46269060-46269560_PHF21A
4230	chr11:46269060-46269560_ARFGAP2
4162	chr11:46270131-46270631_ARHGAP1
4092	chr11:46270131-46270631_MAPK8IP1
4155	chr11:46270131-46270631_CKAP5
4231	chr11:46270131-46270631_ARFGAP2
4113	chr11:46270131-46270631_AMBRA1
4106	chr11:46270131-46270631_MDK
4183	chr11:46270131-46270631_SLC35C1
4134	chr11:46270131-46270631_DGKZ
4263	chr11:46270131-46270631_ACP2
4222	chr11:46270131-46270631_C11orf49
4093	chr11:46271066-46271566_MAPK8IP1
4177	chr11:46271066-46271566_HARBI1
4114	chr11:46271066-46271566_AMBRA1
4149	chr11:46271066-46271566_ZNF408
4107	chr11:46271066-46271566_MDK
4135	chr11:46271066-46271566_DGKZ
4128	chr11:46271066-46271566_PHF21A
4142	chr11:46271066-46271566_CREB3L1
4184	chr11:46271066-46271566_SLC35C1
4244	chr11:46271066-46271566_PACSIN3
4264	chr11:46271066-46271566_ACP2
4211	chr11:46271066-46271566_DDB2
4171	chr11:46271891-46272391_ATG13
4164	chr11:46271891-46272391_ARHGAP1
4157	chr11:46271891-46272391_CKAP5
4245	chr11:46271891-46272391_PACSIN3
4143	chr11:46271891-46272391_CREB3L1
4122	chr11:46271891-46272391_PEX16
4115	chr11:46271891-46272391_AMBRA1
4108	chr11:46271891-46272391_MDK
4224	chr11:46271891-46272391_C11orf49
4101	chr11:46271891-46272391_CRY2
4212	chr11:46271891-46272391_DDB2
4109	chr11:46619118-46619618_MDK
4137	chr11:46619118-46619618_DGKZ
4213	chr11:46619118-46619618_DDB2
4246	chr11:46619118-46619618_PACSIN3
4116	chr11:46619118-46619618_AMBRA1
4308	chr11:46619118-46619618_SLC39A13
4102	chr11:46619118-46619618_CRY2
4158	chr11:46619118-46619618_CKAP5
4179	chr11:46619118-46619618_HARBI1
4225	chr11:46619118-46619618_C11orf49
4301	chr11:46619118-46619618_CELF1
4315	chr11:46619118-46619618_PSMC3
4294	chr11:46619118-46619618_KBTBD4
4273	chr11:46619118-46619618_SPI1
4322	chr11:46619118-46619618_NDUFS3
4095	chr11:46619118-46619618_MAPK8IP1
4165	chr11:46619118-46619618_ARHGAP1
4123	chr11:46619118-46619618_PEX16
4257	chr11:47884802-47885302_NR1H3
4274	chr11:47884802-47885302_SPI1
4361	chr11:47884802-47885302_FNBP4
4267	chr11:47884802-47885302_ACP2
4309	chr11:47884802-47885302_SLC39A13
4302	chr11:47884802-47885302_CELF1
4323	chr11:47884802-47885302_NDUFS3
4288	chr11:47884802-47885302_PTPMT1
4355	chr11:47884802-47885302_MTCH2
4235	chr11:47884802-47885302_ARFGAP2
4316	chr11:47884802-47885302_PSMC3
4275	chr11:47937867-47938367_SPI1
4289	chr11:47937867-47938367_PTPMT1
4282	chr11:47937867-47938367_MADD
4296	chr11:47937867-47938367_KBTBD4
4356	chr11:47937867-47938367_MTCH2
4248	chr11:47937867-47938367_PACSIN3
4324	chr11:47937867-47938367_NDUFS3
4362	chr11:47937867-47938367_FNBP4
4268	chr11:47937867-47938367_ACP2
4344	chr11:47937867-47938367_PTPRJ
4351	chr11:47939362-47939862_NUP160
4237	chr11:47939362-47939862_ARFGAP2
4345	chr11:47939362-47939862_PTPRJ
4290	chr11:47939362-47939862_PTPMT1
4318	chr11:47939362-47939862_PSMC3
4269	chr11:47939362-47939862_ACP2
4283	chr11:47939362-47939862_MADD
4325	chr11:47939362-47939862_NDUFS3
4357	chr11:47939362-47939862_MTCH2
4276	chr11:47939362-47939862_SPI1
4259	chr11:47939362-47939862_NR1H3
4346	chr11:47965391-47965891_PTPRJ
4312	chr11:47965391-47965891_SLC39A13
4326	chr11:47965391-47965891_NDUFS3
4358	chr11:47965391-47965891_MTCH2
4352	chr11:47965391-47965891_NUP160
4364	chr11:47965391-47965891_FNBP4
4305	chr11:47965391-47965891_CELF1
4298	chr11:47965391-47965891_KBTBD4
4250	chr11:47965391-47965891_PACSIN3
4291	chr11:47965391-47965891_PTPMT1
4277	chr11:47965391-47965891_SPI1
4359	chr11:47968419-47968919_MTCH2
4320	chr11:47968419-47968919_PSMC3
4261	chr11:47968419-47968919_NR1H3
4365	chr11:47968419-47968919_FNBP4
4347	chr11:47968419-47968919_PTPRJ
4218	chr11:47968419-47968919_DDB2
4292	chr11:47968419-47968919_PTPMT1
4327	chr11:47968419-47968919_NDUFS3
4348	chr11:47969651-47970151_PTPRJ
4366	chr11:47969651-47970151_FNBP4
4219	chr11:47969651-47970151_DDB2
4328	chr11:47969651-47970151_NDUFS3
4252	chr11:47969651-47970151_PACSIN3
4293	chr11:47969651-47970151_PTPMT1
4286	chr11:47969651-47970151_MADD
4240	chr11:47969651-47970151_ARFGAP2
4279	chr11:47969651-47970151_SPI1
4307	chr11:47969651-47970151_CELF1
4314	chr11:47969651-47970151_SLC39A13
4360	chr11:47969651-47970151_MTCH2
4321	chr11:47969651-47970151_PSMC3
4382	chr11:56894148-56894648_TNKS1BP1
4418	chr11:56894148-56894648_ZDHHC5
4444	chr11:56894148-56894648_TMX2
4445	chr11:57006747-57007247_TMX2
4407	chr11:57006747-57007247_SSRP1
4383	chr11:57006747-57007247_TNKS1BP1
4419	chr11:57006747-57007247_ZDHHC5
4401	chr11:57006747-57007247_TIMM10
4425	chr11:57006747-57007247_MED19
4437	chr11:57006747-57007247_CTNND1
4413	chr11:57006747-57007247_SLC43A1
4431	chr11:57006747-57007247_CLP1
4420	chr11:57060301-57060801_ZDHHC5
4432	chr11:57060301-57060801_CLP1
4426	chr11:57060301-57060801_MED19
4385	chr11:57200162-57200662_TNKS1BP1
4397	chr11:57200162-57200662_SLC43A3
4391	chr11:57200162-57200662_UBE2L6
4415	chr11:57200162-57200662_SLC43A1
4427	chr11:57200162-57200662_MED19
4439	chr11:57200162-57200662_CTNND1
4433	chr11:57200162-57200662_CLP1
4450	chr11:57668697-57669197_LPXN
4410	chr11:57668697-57669197_SSRP1
4398	chr11:57668697-57669197_SLC43A3
4422	chr11:57668697-57669197_ZDHHC5
4392	chr11:57668697-57669197_UBE2L6
4451	chr11:57681215-57681715_LPXN
4387	chr11:57681215-57681715_TNKS1BP1
4423	chr11:57681215-57681715_ZDHHC5
4429	chr11:57681215-57681715_MED19
4435	chr11:57681215-57681715_CLP1
4464	chr11:58507103-58507603_ZFP91
4538	chr11:58507103-58507603_FAM111A
4442	chr11:58507103-58507603_CTNND1
4453	chr11:58512999-58513872_LPXN
4443	chr11:58512999-58513872_CTNND1
4465	chr11:58512999-58513872_ZFP91
4525	chr11:58512999-58513872_OSBP
4526	chr11:58538208-58538708_OSBP
4466	chr11:58538208-58538708_ZFP91
4553	chr11:58538208-58538708_PATL1
4454	chr11:58538208-58538708_LPXN
4540	chr11:58538208-58538708_FAM111A
4554	chr11:58544259-58544759_PATL1
4455	chr11:58544259-58544759_LPXN
4555	chr11:59304607-59305107_PATL1
4542	chr11:59304607-59305107_FAM111A
4528	chr11:59304607-59305107_OSBP
4577	chr11:59304607-59305107_MRPL16
4567	chr11:59304607-59305107_STX3
4529	chr11:59312708-59313208_OSBP
4457	chr11:59312708-59313208_LPXN
4578	chr11:59312708-59313208_MRPL16
4530	chr11:59317696-59318196_OSBP
4544	chr11:59317696-59318196_FAM111A
4470	chr11:59317696-59318196_ZFP91
4458	chr11:59317696-59318196_LPXN
4570	chr11:59318569-59319069_STX3
4471	chr11:59318569-59319069_ZFP91
4459	chr11:59318569-59319069_LPXN
4531	chr11:59318569-59319069_OSBP
4559	chr11:59323767-59324267_PATL1
4582	chr11:59324683-59325183_MRPL16
4473	chr11:59324683-59325183_ZFP91
4573	chr11:59447936-59448436_STX3
4534	chr11:59447936-59448436_OSBP
4584	chr11:59853321-59853821_MRPL16
4574	chr11:59853321-59853821_STX3
4535	chr11:59853321-59853821_OSBP
4585	chr11:59894578-59895078_MRPL16
4550	chr11:59894578-59895078_FAM111A
4575	chr11:59894578-59895078_STX3
4563	chr11:59894578-59895078_PATL1
4536	chr11:59894578-59895078_OSBP
4586	chr11:59961039-59962022_MRPL16
4564	chr11:59961039-59962022_PATL1
4576	chr11:59961039-59962022_STX3
4690	chr11:59961039-59962022_CCDC86
4695	chr11:59961039-59962022_PRPF19
4691	chr11:60631387-60631887_CCDC86
4700	chr11:60631387-60631887_VPS37C
4844	chr11:60631387-60631887_MYRF
4878	chr11:60631387-60631887_FADS1
4895	chr11:60631387-60631887_CYB561A3
4887	chr11:60631387-60631887_CPSF7
4917	chr11:60631387-60631887_FEN1
4926	chr11:60631387-60631887_TMEM216
4927	chr11:60931712-60932212_TMEM216
4686	chr11:60931712-60932212_TMEM109
4949	chr11:60931712-60932212_RAB3IL1
4701	chr11:60931712-60932212_VPS37C
4941	chr11:60931712-60932212_INCENP
4911	chr11:60931712-60932212_DDB1
4879	chr11:60931712-60932212_FADS1
4957	chr11:60931712-60932212_FTH1
4692	chr11:60931712-60932212_CCDC86
4697	chr11:60931712-60932212_PRPF19
4863	chr11:60931712-60932212_TMEM258
4904	chr11:61637169-61637669_SDHAF2
5160	chr11:61637169-61637669_SLC3A2
5113	chr11:61637169-61637669_TAF6L
5122	chr11:61637169-61637669_NXF1
5132	chr11:61637169-61637669_STX5
4687	chr11:61637169-61637669_TMEM109
5070	chr11:61637169-61637669_EML3
4958	chr11:61637169-61637669_FTH1
5207	chr11:61637169-61637669_EEF1G
5061	chr11:61637169-61637669_ROM1
4912	chr11:61637169-61637669_DDB1
4864	chr11:61637169-61637669_TMEM258
5015	chr11:61637169-61637669_GANAB
5052	chr11:61637169-61637669_MTA2
4880	chr11:61637169-61637669_FADS1
5171	chr11:61637169-61637669_TMEM223
5095	chr11:61637169-61637669_UBXN1
4928	chr11:61637169-61637669_TMEM216
5189	chr11:61637169-61637669_ZBTB3
5088	chr11:61637169-61637669_ASRGL1
5079	chr11:61637169-61637669_B3GAT3
4855	chr11:61637169-61637669_FADS2
4942	chr11:61637169-61637669_INCENP
5181	chr11:61739207-61739707_TMEM179B
5172	chr11:61739207-61739707_TMEM223
5152	chr11:61739207-61739707_POLR2G
5025	chr11:61739207-61739707_AHNAK
4865	chr11:61739207-61739707_TMEM258
5080	chr11:61739207-61739707_B3GAT3
4959	chr11:61739207-61739707_FTH1
5114	chr11:61739207-61739707_TAF6L
4929	chr11:61739207-61739707_TMEM216
4913	chr11:61739207-61739707_DDB1
4935	chr11:61739207-61739707_FADS3
4914	chr11:61792920-61793420_DDB1
5054	chr11:61792920-61793420_MTA2
5200	chr11:61792920-61793420_METTL12
4906	chr11:61792920-61793420_SDHAF2
5034	chr11:61792920-61793420_WDR74
4891	chr11:61792920-61793420_CPSF7
5026	chr11:61792920-61793420_AHNAK
4930	chr11:61792920-61793420_TMEM216
4936	chr11:61792920-61793420_FADS3
4882	chr11:61792920-61793420_FADS1
4944	chr11:61792920-61793420_INCENP
4921	chr11:61792920-61793420_FEN1
5072	chr11:61792920-61793420_EML3
5182	chr11:61792920-61793420_TMEM179B
5153	chr11:61792920-61793420_POLR2G
5081	chr11:61792920-61793420_B3GAT3
5144	chr11:61792920-61793420_BSCL2
5163	chr11:61809407-61809907_SLC3A2
5107	chr11:61809407-61809907_TTC9C
5098	chr11:61809407-61809907_UBXN1
5018	chr11:61809407-61809907_GANAB
4961	chr11:61809407-61809907_FTH1
4892	chr11:61809407-61809907_CPSF7
4937	chr11:61809407-61809907_FADS3
5125	chr11:61809407-61809907_NXF1
4915	chr11:61809407-61809907_DDB1
4907	chr11:61809407-61809907_SDHAF2
4945	chr11:61809407-61809907_INCENP
5135	chr11:61809407-61809907_STX5
4876	chr11:61809407-61809907_TMEM138
5082	chr11:61809407-61809907_B3GAT3
4867	chr11:61809407-61809907_TMEM258
5192	chr11:61809407-61809907_ZBTB3
5035	chr11:61809407-61809907_WDR74
5174	chr11:61809407-61809907_TMEM223
5211	chr11:61872510-61873010_EEF1G
5175	chr11:61872510-61873010_TMEM223
5155	chr11:61872510-61873010_POLR2G
4932	chr11:61872510-61873010_TMEM216
5083	chr11:61872510-61873010_B3GAT3
4916	chr11:61872510-61873010_DDB1
5065	chr11:61872510-61873010_ROM1
4859	chr11:61872510-61873010_FADS2
4908	chr11:61872510-61873010_SDHAF2
5146	chr11:61872510-61873010_BSCL2
4901	chr11:61872510-61873010_CYB561A3
5117	chr11:61872510-61873010_TAF6L
4946	chr11:61872510-61873010_INCENP
5028	chr11:61872510-61873010_AHNAK
5092	chr11:61872510-61873010_ASRGL1
5074	chr11:61872510-61873010_EML3
5099	chr11:61872510-61873010_UBXN1
4706	chr11:61872510-61873010_VPS37C
5036	chr11:61872510-61873010_WDR74
5108	chr11:61872510-61873010_TTC9C
5164	chr11:61872510-61873010_SLC3A2
5184	chr11:61872510-61873010_TMEM179B
5047	chr11:61872510-61873010_TUT1
4868	chr11:61872510-61873010_TMEM258
5136	chr11:61872510-61873010_STX5
4893	chr11:61872510-61873010_CPSF7
4850	chr11:61872510-61873010_MYRF
4962	chr11:61872510-61873010_FTH1
5010	chr11:61872510-61873010_HNRNPUL2
5137	chr11:62164132-62164632_STX5
5057	chr11:62164132-62164632_MTA2
5020	chr11:62164132-62164632_GANAB
5037	chr11:62164132-62164632_WDR74
5048	chr11:62164132-62164632_TUT1
5066	chr11:62164132-62164632_ROM1
5084	chr11:62164132-62164632_B3GAT3
5093	chr11:62164132-62164632_ASRGL1
5147	chr11:62164132-62164632_BSCL2
5156	chr11:62164132-62164632_POLR2G
5185	chr11:62164132-62164632_TMEM179B
5194	chr11:62164132-62164632_ZBTB3
5203	chr11:62164132-62164632_METTL12
5212	chr11:62164132-62164632_EEF1G
5002	chr11:62164132-62164632_INTS5
5109	chr11:62164132-62164632_TTC9C
4894	chr11:62164132-62164632_CPSF7
4885	chr11:62164132-62164632_FADS1
4909	chr11:62164132-62164632_SDHAF2
4924	chr11:62164132-62164632_FEN1
4955	chr11:62164132-62164632_RAB3IL1
4963	chr11:62164132-62164632_FTH1
4925	chr11:62448216-62448716_FEN1
4956	chr11:62448216-62448716_RAB3IL1
5076	chr11:62448216-62448716_EML3
5085	chr11:62448216-62448716_B3GAT3
5157	chr11:62448216-62448716_POLR2G
5094	chr11:62448216-62448716_ASRGL1
5252	chr11:62448216-62448716_LGALS12
5110	chr11:62448216-62448716_TTC9C
5003	chr11:62448216-62448716_INTS5
5119	chr11:62448216-62448716_TAF6L
5138	chr11:62448216-62448716_STX5
5177	chr11:62448216-62448716_TMEM223
5259	chr11:62448216-62448716_ATL3
4940	chr11:62448216-62448716_FADS3
5021	chr11:62448216-62448716_GANAB
5186	chr11:62448216-62448716_TMEM179B
5195	chr11:62448216-62448716_ZBTB3
5196	chr11:63298887-63299387_ZBTB3
5420	chr11:63298887-63299387_GPR137
5436	chr11:63298887-63299387_VEGFB
5382	chr11:63298887-63299387_C11orf84
5050	chr11:63298887-63299387_TUT1
5302	chr11:63298887-63299387_MARK2
5013	chr11:63298887-63299387_HNRNPUL2
5368	chr11:63298887-63299387_RPS6KA4
5068	chr11:63298887-63299387_ROM1
5253	chr11:63298887-63299387_LGALS12
5077	chr11:63298887-63299387_EML3
5344	chr11:63298887-63299387_TRPT1
5388	chr11:63298887-63299387_CCDC88B
5111	chr11:63298887-63299387_TTC9C
5254	chr11:63334758-63335258_LGALS12
5289	chr11:63334758-63335258_C11orf95
5303	chr11:63334758-63335258_MARK2
5275	chr11:63334758-63335258_RCOR2
5130	chr11:63334758-63335258_NXF1
5014	chr11:63334758-63335258_HNRNPUL2
5023	chr11:63334758-63335258_GANAB
5078	chr11:63334758-63335258_EML3
5087	chr11:63334758-63335258_B3GAT3
5103	chr11:63334758-63335258_UBXN1
5197	chr11:63334758-63335258_ZBTB3
5215	chr11:63334758-63335258_EEF1G
5339	chr11:63334758-63335258_RTN3
5421	chr11:63334758-63335258_GPR137
5369	chr11:63334758-63335258_RPS6KA4
5361	chr11:63334758-63335258_FERMT3
5383	chr11:63334758-63335258_C11orf84
5345	chr11:63334758-63335258_TRPT1
5389	chr11:63334758-63335258_CCDC88B
5362	chr11:63570339-63570839_FERMT3
5268	chr11:63570339-63570839_PLCB3
5324	chr11:63570339-63570839_PRDX5
5422	chr11:63570339-63570839_GPR137
5378	chr11:63570339-63570839_OTUB1
5390	chr11:63570339-63570839_CCDC88B
5346	chr11:63570339-63570839_TRPT1
5255	chr11:63570339-63570839_LGALS12
5296	chr11:63570339-63570839_BAD
5318	chr11:63570339-63570839_NAA40
5310	chr11:63570339-63570839_DNAJC4
5494	chr11:63570339-63570839_MAP4K2
5495	chr11:63604627-63605127_MAP4K2
5371	chr11:63604627-63605127_RPS6KA4
5423	chr11:63604627-63605127_GPR137
5263	chr11:63604627-63605127_ATL3
5311	chr11:63604627-63605127_DNAJC4
5333	chr11:63604627-63605127_MACROD1
5291	chr11:63604627-63605127_C11orf95
5319	chr11:63604627-63605127_NAA40
5277	chr11:63604627-63605127_RCOR2
5416	chr11:64102465-64102965_ESRRA
5452	chr11:64102465-64102965_RASGRP2
5408	chr11:64102465-64102965_TRMT112
5448	chr11:64102465-64102965_COX8A
5474	chr11:64102465-64102965_SF1
5380	chr11:64102465-64102965_OTUB1
5964	chr11:64102465-64102965_ZFPL1
5392	chr11:64102465-64102965_CCDC88B
5440	chr11:64102465-64102965_VEGFB
5814	chr11:64102465-64102965_CDCA5
5372	chr11:64102465-64102965_RPS6KA4
5989	chr11:64102465-64102965_SAC3D1
5400	chr11:64102465-64102965_STIP1
